Epoch,Loss,PSNR,
1,0.22155591,15.05127638,
2,0.110114407,16.32145574,
3,0.100661012,17.7055327,25.64383278
4,0.087368511,18.38184541,0.038845948
5,0.083926872,18.761892,
6,0.079290272,19.12344291,
7,0.076027696,19.48735694,
8,0.076668255,19.74114291,
9,0.071009457,19.83303485,
10,0.071741357,20.08206411,
11,0.069996734,19.86859216,
12,0.069231525,20.30918645,
13,0.066961059,20.43036837,
14,0.067591868,20.62385136,
15,0.070639837,20.60344998,
16,0.069216412,20.74875062,
17,0.06403576,20.92293627,
18,0.063687873,20.99905592,
19,0.064938833,21.09470486,
20,0.061205651,21.12856156,
21,0.061552162,21.24222846,
22,0.060921901,21.37988192,
23,0.059244162,21.50844906,
24,0.058148898,21.68695788,
25,0.060225972,21.57460076,
26,0.058790512,21.8081528,
27,0.058607215,21.88889255,
28,0.060306748,21.23318519,
29,0.057406868,22.0593754,
30,0.057919043,21.90694655,
31,0.061234683,21.42396599,
32,0.05752862,21.8656413,
33,0.056524838,22.19697469,
34,0.055131513,22.19980287,
35,0.056913646,22.20286297,
36,0.056611005,22.39729177,
37,0.056311711,21.48020106,
38,0.060151024,22.18505178,
39,0.058482537,22.49903633,
40,0.054559445,22.52952737,
41,0.053823497,22.53727589,
42,0.055327157,22.48611478,
43,0.053504742,22.63141728,
44,0.054373616,22.6837292,
45,0.053696642,22.77562868,
46,0.054188072,22.75433788,
47,0.055912807,22.86798289,
48,0.052229586,22.83030966,
49,0.05282404,22.82634851,
50,0.052255263,22.70220859,
51,0.053499094,22.67664814,
52,0.053595874,22.96705081,
53,0.053683265,22.94815237,
54,0.05080431,22.86474459,
55,0.052546414,22.78166756,
56,0.054007496,22.77477323,
57,0.053686011,23.14945275,
58,0.053975278,22.70721322,
59,0.053165048,23.0530782,
60,0.050244611,23.16067049,
61,0.051506198,23.14885268,
62,0.053057481,23.0571975,
63,0.05032914,23.20053549,
64,0.050790811,23.043232,
65,0.050014431,23.28783816,
66,0.05134281,23.28020047,
67,0.052567471,23.30290071,
68,0.050689572,23.4547063,
69,0.049854429,23.41836596,
70,0.052395843,22.95856908,
71,0.052598075,23.35909396,
72,0.05179098,23.10245574,
73,0.052634586,23.26304127,
74,0.050113049,23.28324338,
75,0.051065705,23.47838552,
76,0.05082174,23.54603456,
77,0.050708746,23.55118493,
78,0.050548909,23.52084277,
79,0.053462461,23.39699555,
80,0.051230029,23.53531811,
81,0.048386449,23.66479143,
82,0.049850828,23.53072226,
83,0.049741383,23.66561263,
84,0.049537051,23.66415011,
85,0.05102645,23.32193197,
86,0.053480015,23.36689315,
87,0.049238259,23.60261504,
88,0.050229678,23.67444778,
89,0.048949849,23.78452575,
90,0.049134663,23.78990733,
91,0.04961146,23.81000499,
92,0.048663621,23.81236417,
93,0.049132829,23.55370706,
94,0.050506793,23.08872159,
95,0.051351062,23.5077009,
96,0.049443636,23.81223755,
97,0.048690566,23.80045259,
98,0.048802423,23.69304386,
99,0.049878594,23.6404688,
100,0.049488467,23.8623739,
101,0.047933871,23.77824173,
102,0.048604029,23.79713149,
103,0.047697645,23.89744384,
104,0.048579919,23.86142054,
105,0.050419644,23.56007669,
106,0.049891224,23.46226302,
107,0.049881299,23.7674043,
108,0.049442529,23.76206957,
109,0.047786061,23.90347641,
110,0.048464847,23.83125844,
111,0.048257764,23.86601481,
112,0.048970873,23.95189842,
113,0.049867411,23.76848659,
114,0.047822142,23.92073607,
115,0.049357691,23.98924313,
116,0.047622006,23.98464646,
117,0.047336707,23.887118,
118,0.046865747,23.92266754,
119,0.048686737,24.01355224,
120,0.04742947,24.13314946,
121,0.047664151,23.9258132,
122,0.048076831,23.81870789,
123,0.048173567,24.05986139,
124,0.047460587,24.1468263,
125,0.048983541,24.06875159,
126,0.048903649,24.11043514,
127,0.04880864,23.7899353,
128,0.048044976,23.91522235,
129,0.050745253,23.73441612,
130,0.048135934,24.08627525,
131,0.048687972,24.06397274,
132,0.047222791,24.22828901,
133,0.048703469,24.14548945,
134,0.047479884,24.14630394,
135,0.04736102,24.20137437,
136,0.046779091,23.9658015,
137,0.047601063,24.19714542,
138,0.048028273,23.96386997,
139,0.04740653,24.19020107,
140,0.047473428,24.28336743,
141,0.047397202,24.23753129,
142,0.049093768,23.51569084,
143,0.048879832,24.22298961,
144,0.046092944,24.3151234,
145,0.04690556,24.35913975,
146,0.04685522,24.31584014,
147,0.046517823,24.31931762,
148,0.047691789,24.2763202,
149,0.047535962,24.31034132,
150,0.047395663,24.18637828,
151,0.046416691,24.39056112,
152,0.047367145,24.42084543,
153,0.046336897,24.46222804,
154,0.04643132,23.93216325,
155,0.047704826,24.0458213,
156,0.046239997,24.2021306,
157,0.047247097,24.06561253,
158,0.048158589,24.31996936,
159,0.046405107,24.50551512,
160,0.045527985,24.41416236,
161,0.046209595,24.47069611,
162,0.045944742,24.39167291,
163,0.047482963,24.29823895,
164,0.048246226,24.20242136,
165,0.046676933,24.50159752,
166,0.046830814,24.45670393,
167,0.046238683,24.5672831,
168,0.046085835,24.52777192,
169,0.047581273,24.45326268,
170,0.044507099,24.43956395,
171,0.04590811,24.51170813,
172,0.046798854,24.42771659,
173,0.045954557,24.29360054,
174,0.047465072,24.20318863,
175,0.046709181,24.46432661,
176,0.046716308,24.2851853,
177,0.047613335,24.44859432,
178,0.04741522,24.55157678,
179,0.046018462,24.52142123,
180,0.047311732,24.05409583,
181,0.045615591,24.45588025,
182,0.045413483,24.56814147,
183,0.045586243,24.36175154,
184,0.046778567,24.38546043,
185,0.047618664,24.45720439,
186,0.045439762,24.60146056,
187,0.045767198,24.51464435,
188,0.046092042,24.56091876,
189,0.044697006,24.43137259,
190,0.045387936,24.64455969,
191,0.046624344,24.17282478,
192,0.046070328,24.50034357,
193,0.046006902,24.61171388,
194,0.047404945,24.35719125,
195,0.047163523,24.35252917,
196,0.046801165,24.53163262,
197,0.04622672,24.61681899,
198,0.045219455,24.58859361,
199,0.044256702,24.58916972,
200,0.047243725,24.6051045,
201,0.046946938,24.31326047,
202,0.047427779,24.45314829,
203,0.04525929,24.58796704,
204,0.044124102,24.6015989,
205,0.04605994,24.42854975,
206,0.045492401,24.59742201,
207,0.045420186,24.53385903,
208,0.044492016,24.52292521,
209,0.045377512,24.50828778,
210,0.046315663,24.63119174,
211,0.045064328,24.7097811,
212,0.046539588,24.63732654,
213,0.045766094,24.56397479,
214,0.044971011,24.60156236,
215,0.0445407,24.67277664,
216,0.046367665,24.58719143,
217,0.046139219,24.62644274,
218,0.045873588,24.48088614,
219,0.047531916,24.41335549,
220,0.047401864,23.77482805,
221,0.048434525,24.57388233,
222,0.046480554,24.63737673,
223,0.045163775,24.68231533,
224,0.045245521,24.73656335,
225,0.045658425,24.37869308,
226,0.045423541,24.67590879,
227,0.044561481,24.64249101,
228,0.045322328,24.63864488,
229,0.045224012,24.71893315,
230,0.045338834,24.64959331,
231,0.045309871,24.60778005,
232,0.045085039,24.46282108,
233,0.046094008,24.48954247,
234,0.045433794,24.51837424,
235,0.046494764,24.72109144,
236,0.044904418,24.75436936,
237,0.045293425,24.54900493,
238,0.045121185,24.48141367,
239,0.046406295,24.57532672,
240,0.045676046,24.7185551,
241,0.044712564,24.51754348,
242,0.046831578,24.64106925,
243,0.046758615,24.59834962,
244,0.046948126,24.6822245,
245,0.04574404,24.73351402,
246,0.044366455,24.723518,
247,0.044124749,24.72890902,
248,0.045532475,24.54783125,
249,0.046933243,24.4464071,
250,0.044436292,24.62285271,
251,0.045173966,24.55966915,
252,0.046403905,24.61829605,
253,0.045770269,24.66536532,
254,0.043649656,24.73589948,
255,0.043706491,24.6889352,
256,0.044072308,24.74721474,
257,0.045373045,24.61830061,
258,0.044835028,24.81653174,
259,0.043926573,24.78225141,
260,0.04516115,24.64924315,
261,0.046775651,24.59406809,
262,0.047068453,24.5046364,
263,0.045475755,24.64310405,
264,0.044717998,24.72079641,
265,0.044084903,24.73686054,
266,0.046170646,24.77880237,
267,0.044461921,24.70543873,
268,0.044913234,24.77214642,
269,0.044146577,24.6617254,
270,0.046250109,24.62309581,
271,0.045119932,24.67765201,
272,0.045032155,24.56702675,
273,0.046285959,24.74067892,
274,0.045356488,24.65318991,
275,0.045157895,24.65155114,
276,0.045520271,24.60300069,
277,0.045258969,24.75413977,
278,0.04461686,24.75834196,
279,0.045484607,24.59831473,
280,0.045792693,24.73117579,
281,0.044233432,24.7794192,
282,0.045993753,24.70278539,
283,0.045691345,24.66931797,
284,0.046694955,24.69064815,
285,0.044327556,24.65158206,
286,0.043503745,24.69764356,
287,0.044387597,24.78192574,
288,0.045080305,24.78706649,
289,0.043322943,24.75777684,
290,0.044925969,24.7065482,
291,0.044797084,24.60268977,
292,0.045775539,24.69556766,
293,0.046290019,24.77769393,
294,0.046122983,24.69696275,
295,0.044314858,24.77849069,
296,0.047238272,24.32761064,
297,0.045178834,24.7938868,
298,0.044235932,24.83275028,
299,0.044630655,24.64957015,
300,0.04563544,24.5508117,
301,0.043987921,24.94773993,
302,0.043315002,24.95110858,
303,0.042985128,24.99855039,
304,0.044621394,24.99967665,
305,0.043805183,24.96850459,
306,0.043346654,25.01802036,
307,0.044788725,25.00603269,
308,0.044218475,24.91032701,
309,0.042525919,24.98884903,
310,0.043029858,24.91786725,
311,0.043640152,24.95752875,
312,0.044443123,24.96273517,
313,0.042964973,25.00249952,
314,0.042083488,24.97163087,
315,0.044335964,24.98220398,
316,0.043849445,24.95754162,
317,0.043228231,25.02335189,
318,0.043856761,24.99349822,
319,0.043012723,25.01125981,
320,0.043539221,24.96248695,
321,0.043827692,25.01566627,
322,0.043671571,24.98407688,
323,0.043999686,24.98622827,
324,0.043736462,24.90863416,
325,0.044149864,24.88456737,
326,0.043116539,25.00751988,
327,0.043852759,25.03039496,
328,0.044932126,24.92106441,
329,0.043272584,25.01100215,
330,0.043681961,24.9354,
331,0.043356316,25.00744425,
332,0.044283295,24.91331016,
333,0.043509639,25.00308084,
334,0.043842762,24.96669647,
335,0.044075392,25.03935143,
336,0.043196536,24.96622694,
337,0.042910334,24.95694581,
338,0.044517265,25.0635154,
339,0.044188074,25.00628317,
340,0.043890348,24.98407189,
341,0.043426289,25.0365028,
342,0.043132775,25.01578646,
343,0.042989009,25.02023804,
344,0.043464128,24.93671593,
345,0.043422623,25.01448051,
346,0.044074628,24.93042751,
347,0.04363706,25.0052431,
348,0.043284407,25.03997036,
349,0.044676967,24.96618381,
350,0.042338811,25.02143479,
351,0.043403893,24.92807008,
352,0.044009613,24.9952771,
353,0.044164787,24.95802534,
354,0.043763744,25.03734253,
355,0.043580785,25.01760206,
356,0.042135315,25.08243708,
357,0.043560936,25.06228812,
358,0.044966131,24.98763738,
359,0.043829124,25.02812709,
360,0.044076573,25.04741001,
361,0.044208706,25.0820365,
362,0.044874249,25.0240673,
363,0.04288237,25.04343443,
364,0.043585012,25.03924365,
365,0.043385289,25.03650415,
366,0.043024048,25.05491823,
367,0.043158062,25.00758517,
368,0.043646977,25.00135222,
369,0.045088251,25.05271057,
370,0.043559975,24.90765778,
371,0.04485709,25.03357863,
372,0.043396096,24.94841298,
373,0.045141892,25.09304072,
374,0.043221574,25.05704024,
375,0.043060387,25.01956066,
376,0.044799574,25.06184125,
377,0.042874681,24.95615566,
378,0.044502209,25.0180487,
379,0.043827842,25.0746149,
380,0.043966726,24.91038967,
381,0.043356554,25.0051448,
382,0.043773165,25.04836176,
383,0.043415302,25.08739862,
384,0.042867602,25.04679734,
385,0.044656513,25.06712126,
386,0.043180887,25.06215667,
387,0.04477571,25.10683375,
388,0.044266864,25.04134164,
389,0.043839709,24.96340472,
390,0.04407418,25.0072051,
391,0.044598586,25.022633,
392,0.043944676,25.07011962,
393,0.042903489,25.03547161,
394,0.043233989,25.002042,
395,0.044788726,25.05545882,
396,0.042302717,25.03463988,
397,0.044157825,25.10848542,
398,0.043836984,24.98220571,
399,0.045239185,25.08184685,
400,0.04444101,25.07860865,
401,0.043735142,24.8992975,
402,0.042854659,24.99914649,
403,0.043579858,25.04251825,
404,0.043563035,25.04157518,
405,0.041891519,25.04181746,
406,0.043560462,25.0609204,
407,0.043904237,25.08601586,
408,0.044067491,25.07245229,
409,0.043361067,25.08314163,
410,0.043198359,25.03418279,
411,0.044262479,25.08234619,
412,0.043001378,25.04671617,
413,0.04227161,25.03557244,
414,0.043808063,25.05920578,
415,0.043920449,25.07719262,
416,0.044533632,25.10571744,
417,0.043337825,25.13119783,
418,0.043385302,25.01242447,
419,0.0439182,25.15679428,
420,0.042441231,25.0372023,
421,0.043642008,24.99585584,
422,0.045098109,24.8255785,
423,0.045115981,25.04895475,
424,0.043703394,25.09922289,
425,0.043665802,25.06053312,
426,0.042247509,25.09429318,
427,0.043062676,24.92987315,
428,0.043274019,25.00679589,
429,0.044782247,24.9876877,
430,0.042959633,25.08537053,
431,0.043530828,25.07170318,
432,0.042539145,24.99056569,
433,0.044449286,24.95602281,
434,0.043668482,25.04276447,
435,0.04424118,25.11899753,
436,0.042910104,25.01973229,
437,0.043382657,25.0541307,
438,0.044025885,25.12270754,
439,0.043224009,25.08873469,
440,0.044555701,25.1204364,
441,0.042704032,24.96785656,
442,0.043776037,25.11154801,
443,0.044754366,25.0743925,
444,0.044356257,25.07084479,
445,0.044548296,24.80932095,
446,0.045598503,25.08805802,
447,0.043290547,25.03612088,
448,0.0441595,25.06774588,
449,0.04454815,25.12173279,
450,0.042127569,25.10137891,
451,0.042964684,25.04919255,
452,0.041828794,25.12381836,
453,0.043247187,25.14956595,
454,0.042180261,25.11858323,
455,0.042873252,25.1227249,
456,0.042496012,25.00407621,
457,0.04466293,25.00532485,
458,0.043875424,25.03255396,
459,0.043192399,25.04002224,
460,0.043011049,24.87097577,
461,0.043401318,25.04238614,
462,0.043306811,25.04217382,
463,0.04240199,25.00125478,
464,0.044381503,25.0305905,
465,0.042661228,24.97872833,
466,0.043444567,25.06432204,
467,0.044894592,25.11659211,
468,0.043283899,25.02204147,
469,0.044765417,25.05897034,
470,0.043919774,25.04779331,
471,0.04374118,25.11405235,
472,0.043442509,25.15561636,
473,0.04437454,25.05136506,
474,0.043738112,25.09238019,
475,0.043581531,24.96580471,
476,0.043873496,25.05556472,
477,0.043904384,25.05770875,
478,0.044214762,25.0611249,
479,0.04285206,25.05179896,
480,0.042813775,25.05229794,
481,0.044070278,25.04045454,
482,0.043749459,25.02304465,
483,0.042470205,25.13700266,
484,0.042617016,25.05322598,
485,0.042774781,25.08843491,
486,0.043509448,24.78526907,
487,0.044066753,25.05845244,
488,0.042401162,25.10186109,
489,0.043574249,25.09930698,
490,0.042342543,24.93879894,
491,0.044736315,25.03383847,
492,0.043051826,25.05625,
493,0.042816288,25.07750251,
494,0.043590264,25.05901007,
495,0.044165247,25.13664546,
496,0.043012321,25.12836151,
497,0.041711447,25.15995557,
498,0.043345387,25.0287428,
499,0.043265781,25.14873141,
500,0.043749032,25.12969627,
501,0.043365248,25.13905734,
502,0.044030124,25.04202682,
503,0.043303136,25.10440393,
504,0.042795586,25.11657714,
505,0.043156592,25.15713919,
506,0.043930451,25.10819888,
507,0.04348435,25.03068917,
508,0.044860316,25.12519552,
509,0.043567856,25.02349188,
510,0.043661576,25.12037001,
511,0.04389869,25.10796801,
512,0.043928454,25.01776967,
513,0.042630966,25.17264027,
514,0.042389385,25.07236616,
515,0.043655289,25.18689228,
516,0.042374351,25.1769466,
517,0.041348698,25.15125318,
518,0.043669304,25.12445411,
519,0.043801867,25.11200595,
520,0.043327865,25.11629256,
521,0.043162562,25.14885128,
522,0.043299343,25.11746832,
523,0.045791436,25.10249577,
524,0.041616008,25.0959438,
525,0.044980992,25.11129896,
526,0.042880528,25.09805453,
527,0.045551634,25.06218946,
528,0.044224948,24.98614503,
529,0.043159734,25.12735427,
530,0.042631568,25.09901216,
531,0.04348722,25.10178008,
532,0.042333845,25.08970308,
533,0.04438856,25.12767252,
534,0.04298562,25.06740059,
535,0.044950378,25.13208465,
536,0.043787264,25.13746348,
537,0.042260568,25.20598875,
538,0.041893852,25.16701291,
539,0.042426407,25.10070782,
540,0.043208601,25.13472043,
541,0.043678222,25.1577645,
542,0.042761932,25.0724145,
543,0.042921495,25.11044055,
544,0.044307954,25.14234813,
545,0.043024576,25.13101,
546,0.042691988,25.19090698,
547,0.043401275,25.11675628,
548,0.04219173,25.11012935,
549,0.044299256,25.0417519,
550,0.042846,25.1487126,
551,0.043594769,25.01189519,
552,0.042968644,25.15582677,
553,0.042712248,25.23755718,
554,0.042702249,25.12312885,
555,0.042056451,25.12746441,
556,0.043233442,25.05860978,
557,0.044487954,25.07991787,
558,0.043306956,25.15006233,
559,0.044313047,25.13479155,
560,0.042767495,25.12666331,
561,0.042419955,25.14813196,
562,0.041884557,25.03621237,
563,0.044072255,25.10769004,
564,0.043272547,25.20805322,
565,0.042523851,25.01981911,
566,0.043493442,25.16372602,
567,0.043130988,25.1690752,
568,0.042197486,25.1038502,
569,0.044239926,25.11588126,
570,0.043353063,25.10776847,
571,0.043041753,25.09862931,
572,0.044715494,25.191127,
573,0.043564591,25.1273149,
574,0.04314223,25.09848522,
575,0.042851979,25.15271661,
576,0.042975027,25.13286723,
577,0.042544857,25.13115174,
578,0.043915488,25.18152424,
579,0.043941322,25.17323953,
580,0.043577899,25.1785437,
581,0.043037745,25.11344869,
582,0.044138845,25.16012931,
583,0.043934171,25.03577412,
584,0.043925662,25.10361976,
585,0.044381206,25.1190599,
586,0.043592284,25.19876097,
587,0.043571532,25.17907405,
588,0.043249692,25.09475632,
589,0.04444133,25.18927093,
590,0.044386138,25.12236046,
591,0.041794496,25.12546132,
592,0.04310961,25.13600043,
593,0.043587202,25.1516454,
594,0.042172998,25.19524285,
595,0.042203169,25.18815275,
596,0.041951931,25.17322324,
597,0.043929977,25.18417616,
598,0.042177846,25.209157,
599,0.043143025,25.15339967,
600,0.042977393,25.14927468,
601,0.042780547,25.29143917,
602,0.042307524,25.30042362,
603,0.041104246,25.30927577,
604,0.042102738,25.29773122,
605,0.042632772,25.24233497,
606,0.042753735,25.28216689,
607,0.043171436,25.26953831,
608,0.042915272,25.31544647,
609,0.042987912,25.28318317,
610,0.042224133,25.30265578,
611,0.042905411,25.26124496,
612,0.044206684,25.26207151,
613,0.041985221,25.27544168,
614,0.043284281,25.28371041,
615,0.042920213,25.28844012,
616,0.043387688,25.28086077,
617,0.041748082,25.28845932,
618,0.041930885,25.28129706,
619,0.042675417,25.27970929,
620,0.042786361,25.29543758,
621,0.043243017,25.30912411,
622,0.042544413,25.30113024,
623,0.04365477,25.29630732,
624,0.043669667,25.29313118,
625,0.042325437,25.32156555,
626,0.042152981,25.28331771,
627,0.043404227,25.24907556,
628,0.042413051,25.26554268,
629,0.042670715,25.26353743,
630,0.041991366,25.28708245,
631,0.04185245,25.3177723,
632,0.043387222,25.28495248,
633,0.043546842,25.29739829,
634,0.042495268,25.29742983,
635,0.041403181,25.28310544,
636,0.042261977,25.31414439,
637,0.043276022,25.25549797,
638,0.042989075,25.26030578,
639,0.042923116,25.2619038,
640,0.043311644,25.22891934,
641,0.042625714,25.25341472,
642,0.043261848,25.26849834,
643,0.042668318,25.25752351,
644,0.042696509,25.30229868,
645,0.043970977,25.27485639,
646,0.043053245,25.29314918,
647,0.042632326,25.28590789,
648,0.042888037,25.2750217,
649,0.043268087,25.31197391,
650,0.04108529,25.29981941,
651,0.043118502,25.31641186,
652,0.042729286,25.27318484,
653,0.041284889,25.29305247,
654,0.042029326,25.24556303,
655,0.043273027,25.27722313,
656,0.043349474,25.25220418,
657,0.042978143,25.22080001,
658,0.042381039,25.29417519,
659,0.043303937,25.28891797,
660,0.043300186,25.30139518,
661,0.041835363,25.27111234,
662,0.042222164,25.27481915,
663,0.043401411,25.31446486,
664,0.041036375,25.31840719,
665,0.042126707,25.31947301,
666,0.043703028,25.29260976,
667,0.043012755,25.30155507,
668,0.042796062,25.31998142,
669,0.041279487,25.2690321,
670,0.042622848,25.28482595,
671,0.041976585,25.28014416,
672,0.042222293,25.31583841,
673,0.043551994,25.34008141,
674,0.041213469,25.30987208,
675,0.04258222,25.24918138,
676,0.042198295,25.27069669,
677,0.042842143,25.21646243,
678,0.043026918,25.311808,
679,0.041421752,25.30328425,
680,0.043539174,25.28780359,
681,0.042740463,25.27214991,
682,0.042741346,25.32250441,
683,0.043810064,25.31800266,
684,0.043341759,25.31026481,
685,0.041793075,25.30834338,
686,0.042897004,25.35971831,
687,0.042211484,25.32854398,
688,0.042950644,25.31483467,
689,0.042304841,25.2848981,
690,0.042815808,25.31005987,
691,0.042017786,25.33793803,
692,0.04156298,25.34834311,
693,0.041582361,25.36676457,
694,0.042535823,25.30921463,
695,0.043267559,25.33776656,
696,0.041429905,25.32894678,
697,0.042398252,25.31181881,
698,0.042038096,25.32366564,
699,0.042142083,25.31148601,
700,0.043190971,25.3555278,
701,0.04267287,25.29467459,
702,0.040316468,25.22123593,
703,0.043131102,25.30636943,
704,0.041790005,25.33124735,
705,0.04359332,25.30294509,
706,0.042859592,25.27624372,
707,0.043062407,25.30573403,
708,0.042816017,25.30264465,
709,0.041952576,25.32908894,
710,0.042077423,25.32026966,
711,0.043243389,25.32671916,
712,0.043703758,25.28514357,
713,0.041865792,25.28607432,
714,0.042505913,25.29086453,
715,0.042877596,25.23751875,
716,0.042658082,25.32081951,
717,0.041816238,25.30247376,
718,0.042147547,25.29832883,
719,0.042524002,25.28995603,
720,0.043018988,25.31511627,
721,0.042885221,25.32118676,
722,0.041769495,25.33971711,
723,0.0418228,25.35637674,
724,0.043493164,25.31391154,
725,0.043538758,25.3030819,
726,0.042558444,25.30048431,
727,0.042416569,25.31346281,
728,0.043821598,25.30897752,
729,0.043462877,25.34613853,
730,0.042602931,25.31598088,
731,0.042514838,25.29156184,
732,0.042184973,25.31490515,
733,0.044042372,25.33576254,
734,0.042536642,25.35459695,
735,0.041941919,25.2870576,
736,0.041862556,25.37461475,
737,0.043462281,25.35386114,
738,0.04236394,25.30461012,
739,0.042634384,25.29690628,
740,0.042671279,25.26010735,
741,0.042929666,25.27654487,
742,0.042537646,25.29453286,
743,0.042418389,25.26414326,
744,0.044323469,25.3435746,
745,0.043717059,25.30778452,
746,0.041507349,25.29521867,
747,0.043303654,25.33441082,
748,0.042069677,25.31811509,
749,0.042923566,25.32407427,
750,0.043743937,25.32713266,
751,0.041798105,25.31665199,
752,0.041761962,25.34022974,
753,0.042484901,25.2488491,
754,0.042026541,25.31541277,
755,0.041424677,25.32083595,
756,0.04193926,25.32856059,
757,0.042984287,25.27737658,
758,0.042277672,25.30597581,
759,0.041986755,25.30619912,
760,0.042547164,25.32305535,
761,0.041889009,25.28098862,
762,0.042109625,25.35049199,
763,0.042658639,25.29284319,
764,0.042019791,25.2955868,
765,0.043176138,25.32748438,
766,0.041951253,25.28792311,
767,0.042983114,25.23285425,
768,0.042932218,25.28892328,
769,0.043738459,25.3620311,
