Epoch,PSNR,PSNR,PSNR,PSNR
1,17.34389723,16.92375862,17.95212702,17.35204547
2,19.16190549,18.90802972,19.82066516,19.67249055
3,20.16095182,19.87671423,20.43901597,20.47710848
4,20.54786561,20.2459271,21.21332203,20.59721055
5,20.93860805,20.53417883,20.37566906,20.95305484
6,21.79117474,21.33769447,22.45901522,21.86340696
7,22.1687758,21.83592358,21.83554374,22.49841506
8,22.31313156,22.29248144,23.04998361,22.7926781
9,22.46893418,22.46356568,22.64757706,23.28743819
10,22.6739936,23.17278822,23.43870577,22.752203
11,23.43971342,23.35126415,23.62444986,24.04061726
12,23.68885818,22.89347923,23.83234406,23.75368224
13,21.90379126,23.02630364,23.78396537,23.81260015
14,23.579152,23.54865226,22.35113674,23.91196208
15,24.27463392,23.93664691,24.73733548,24.89332167
16,24.70615024,24.59824795,24.80494592,24.60842013
17,24.69963165,24.81243712,25.24829728,25.09460832
18,24.90141714,24.77507441,24.94331066,25.5178555
19,22.75582299,23.95327659,25.1955661,24.7194034
20,24.79169438,25.15738902,25.23035113,25.76869524
21,25.00236014,25.30748639,25.10817711,24.97374636
22,23.93016491,24.57503179,25.04446885,25.17795527
23,25.55518387,25.66375797,24.82655143,25.83410149
24,25.39097904,25.19398376,25.50477982,26.3941682
25,25.4427779,25.69259413,26.24677848,24.450831
26,25.87821645,25.84885765,25.6714418,26.57625659
27,26.04358302,26.05853436,25.69936394,26.42692648
28,26.00713556,26.30227799,26.55248954,26.11083113
29,25.10609471,25.27411748,26.25835228,25.31711751
30,26.49029099,25.67375187,26.3204992,26.39736042
31,26.93023966,26.76112914,26.80191682,26.98363369
32,26.10992865,26.24739823,25.70158733,26.40632681
33,26.77286711,26.35620563,26.26890691,26.55135067
34,26.38839877,26.10779524,24.62217561,25.48226547
35,26.88165549,26.50409349,26.81399817,26.92179502
36,26.66018722,27.03522565,27.31253267,27.24760866
37,26.83700163,26.59202934,27.2807354,27.29309546
38,27.31589248,26.71878673,27.35412955,27.31620621
39,27.11310417,27.02892633,27.24838902,27.50965755
40,26.61917718,26.43590908,26.99810196,27.49001908
41,26.75963049,26.35518904,26.55225874,27.02647796
42,27.72352077,27.2700766,27.36117731,27.04194526
43,27.31996821,27.31325109,27.08256327,27.6590097
44,27.41330854,27.36620767,27.61623649,27.83738753
45,27.06947769,26.41054418,27.66414886,26.77692325
46,27.48486665,27.49334296,27.24430968,27.90012875
47,27.25811979,27.30921706,26.8342654,26.90252183
48,27.55843642,27.02875828,27.02767818,26.89202646
49,27.02198921,26.80709631,27.46796245,27.591444
50,27.72518197,27.5266983,27.35510124,27.84616424
51,28.06300425,27.68042364,27.74803434,28.17518886
52,28.04299414,28.00486484,28.22389719,27.98897247
53,27.23605206,27.54139308,27.46614851,26.8540526
54,27.92135096,27.81413399,28.26333977,28.15170447
55,27.75403888,27.64332008,27.74336929,27.04589873
56,26.74995063,27.65476459,27.52001518,27.47497055
57,27.48135925,27.82158511,27.71244371,27.34601978
58,27.98531662,28.05251723,28.10947105,28.2973829
59,28.04217951,28.23667374,28.32733221,28.38520409
60,27.60166479,28.19327525,28.0882773,28.05668337
61,28.21119403,28.14183127,28.20941358,28.2904208
62,28.35459188,28.37500056,28.40583614,27.8561181
63,27.60987079,27.29979294,27.76447326,27.94053027
64,28.0639492,28.11098477,26.9567993,28.72291434
65,27.66542235,27.14666936,28.02759295,28.33437014
66,28.44745321,28.23030287,28.35268501,28.28283917
67,27.96458366,27.8977534,27.97347175,28.02446607
68,28.77500837,28.61203488,28.48491972,28.7446137
69,27.96690595,27.54932402,27.53264367,26.81336257
70,27.71197146,27.69967649,28.5699905,27.18199938
71,28.78181556,28.2822236,28.70735044,27.81569807
72,28.47176374,27.22686511,28.42914397,28.00624522
73,28.32218196,28.26268925,28.76040193,28.84723721
74,27.49317179,27.51082877,27.40248266,27.69028351
75,28.23923195,28.46132732,28.83028955,28.79103131
76,28.89546077,28.93536755,29.19025268,28.7747842
77,28.34805995,28.47668958,28.22539357,28.85595314
78,28.99459229,28.10818211,29.1502683,29.26798126
79,28.78101365,28.7521617,27.76598377,28.82545993
80,28.56977639,28.73739362,28.17985587,28.17826951
81,26.89546138,25.45448073,27.32865829,28.29881693
82,28.42622525,28.7027962,28.53640458,28.71298073
83,28.85723202,29.17154526,28.52435816,29.09694451
84,28.6315888,28.38448877,28.89211764,28.83561531
85,28.85805287,28.38222792,28.61194062,28.56972945
86,28.71629093,27.31022468,26.10143103,26.75450335
87,29.5413089,29.07779372,29.15771599,29.21490903
88,29.03809151,27.62952737,29.17664391,29.15955454
89,28.76938497,28.5829605,28.57803299,28.07125655
90,28.77958229,29.19076281,29.21190176,29.23403608
91,29.21975276,28.57637035,29.21765179,29.43035135
92,28.21306189,28.56103245,28.77066382,29.01972044
93,28.6525743,28.88633194,29.10809467,28.44270869
94,28.5576962,27.56727184,28.90484109,27.98860951
95,29.14099622,27.81636466,28.84734682,28.95711626
96,29.20777105,29.14188142,29.2397037,29.27640671
97,29.20846137,28.8731001,27.77217949,28.85333931
98,29.14975749,29.41016248,29.43459959,28.47975723
99,28.69197179,29.18371731,28.68276654,29.04258662
100,29.70895452,29.08820868,29.32534743,29.19955007
101,29.16250849,28.84890056,29.53577158,28.57544701
102,29.73155749,29.43578916,29.28298874,29.70818717
103,28.33188252,29.05494033,29.52834175,28.23762185
104,29.31416239,29.33861808,29.0222169,29.56614453
105,27.88442929,29.50264279,28.36864825,26.53794397
106,29.22054268,29.54558283,29.22756228,29.20015181
107,29.10600956,28.92419298,28.69275405,28.49575474
108,29.27643971,29.48170326,29.26279831,29.31267001
109,29.32244848,29.6743478,29.31287532,29.627379
110,28.2494917,28.59916944,28.64491503,28.00131187
111,28.70136394,28.87739552,28.29418457,28.79361635
112,29.44017235,29.28602185,28.40656679,28.92175529
113,28.9142486,29.31716573,27.71212523,27.92275178
114,29.76757183,27.8528735,28.75746667,28.92285644
115,29.05362422,28.2197433,28.71796606,29.55890713
116,29.40113772,29.20334259,29.776133,29.75341702
117,29.61691834,29.49831603,29.73445135,29.93229553
118,29.51607616,29.24185709,29.21229203,28.65157578
119,29.29153976,29.61570379,29.82454211,30.00020923
120,29.83129699,29.77137486,30.12626817,30.09417569
121,29.6571531,29.40136307,29.77584225,29.09763442
122,28.07593049,28.85716928,29.60790829,28.53328227
123,29.44667872,29.56823597,29.18843769,28.15115996
124,29.84425265,29.91889232,29.84297274,30.12792536
125,29.65918057,29.43486946,29.78681968,29.90830068
126,29.3182923,29.08536611,29.60723397,28.28963992
127,29.53181058,29.75963245,29.86585272,29.83761572
128,28.73482896,28.16540466,29.55312497,28.92263627
129,29.39287311,29.78643541,29.91179423,30.03025937
130,29.78164656,27.53422303,28.87773336,28.86347581
131,30.06049546,29.28591474,29.61524764,29.92596468
132,29.57767794,29.53455022,28.80183307,29.03066074
133,29.83656494,29.82639234,27.67783034,29.79125926
134,30.02071649,29.85636572,29.78230026,29.83774322
135,29.14514644,29.43320285,28.51445803,25.09829037
136,30.00461793,29.0771005,29.60537215,29.70816281
137,29.31272149,29.2829063,30.03501755,29.92509844
138,29.52705034,29.31219524,28.69893142,28.41232554
139,30.19883121,30.18334879,30.00692201,29.96837015
140,29.69633985,29.59468249,29.73375913,30.09641434
141,29.76655133,30.23013335,29.00554085,30.14461615
142,27.36205542,25.93585649,29.78572232,28.1271397
143,27.02023493,29.57186665,29.8260659,30.16582029
144,26.67034101,28.53886419,28.6080738,27.6561936
145,29.65843644,29.73509252,30.1468282,29.23556009
146,30.0773485,29.83354481,29.81024515,30.27132326
147,30.43725615,29.77478768,29.20805892,30.27618232
148,30.03107379,29.09441757,29.97355952,30.06870291
149,30.44018936,29.61236827,29.99299047,29.93874864
150,30.05028484,30.01928381,29.84388596,29.57059575
151,29.83494868,29.61796044,29.65205659,29.12976709
152,29.97968466,28.27857752,29.68380358,29.16449998
153,28.77404237,29.34233212,29.37743878,29.90540948
154,29.98608281,29.70251816,28.89438976,29.48356283
155,30.0996739,29.72285743,29.73830978,29.16318097
156,29.61617317,29.45807735,27.50854226,27.56679551
157,29.87583377,29.90651288,29.96615521,28.37749537
158,28.08561893,29.52003274,29.83107963,30.28589653
159,28.85928334,29.64147974,29.39826919,28.61508004
160,29.4358331,30.27192626,29.65595543,30.28828103
161,30.08943116,29.67863567,30.11682121,29.60917064
162,29.73796907,29.61715709,29.43705183,29.82975306
163,29.9011492,29.45239478,29.44720038,29.17769099
164,30.09485882,30.52887529,30.44154164,30.58727922
165,29.83380087,29.66084383,29.45354523,30.15153372
166,30.00403394,28.38529881,28.56149629,29.68175188
167,29.60113268,30.01491218,29.54758229,29.50934031
168,30.10882344,29.25209823,30.32064103,29.83184062
169,30.17223499,30.34713288,29.98595483,29.59285646
170,30.59692725,30.50831607,30.38019177,30.55335103
171,30.22945971,30.0810661,29.87363958,30.35968099
172,29.98300937,29.94515823,30.22501785,29.87181395
173,30.45862581,30.08991426,30.41889906,30.32534704
174,30.61051864,29.94646883,30.46841216,30.23636296
175,29.49978479,30.14682873,29.7360991,29.90211623
176,29.35398479,27.47940691,29.09105608,29.25413592
177,29.61660015,28.71560141,29.7370556,29.85184317
178,30.13625786,29.89119554,30.33686751,30.26586267
179,29.66815484,30.47536874,30.75941771,29.82402963
180,30.31989722,30.7076441,30.02914339,30.82604446
181,30.10831167,30.47533459,30.47400342,29.94710731
182,29.23047134,29.69315194,29.69360803,28.4112873
183,30.6526517,30.61566017,30.26989145,30.01894867
184,30.36405954,30.25161502,30.77328114,30.25792771
185,30.65964058,30.53203715,30.55446509,30.26811218
186,30.45526765,30.43929785,30.44847853,30.0273028
187,30.21173236,30.2213167,30.25904968,30.01388264
188,29.90016268,30.72807486,30.27119152,27.82511704
189,30.53963504,30.74305959,30.47698123,30.54620265
190,30.76548517,30.27508913,30.31227981,30.76720388
191,29.71499469,28.72566456,30.61076547,30.11525296
192,30.47323039,30.05795146,30.68182774,30.00562425
193,27.05073049,29.4541304,30.27864622,28.78414244
194,30.29174842,30.36508166,30.67862198,30.74575141
195,29.97859499,30.51511288,30.21991562,29.14524118
196,29.84304531,29.86707228,29.92311648,29.62377038
197,30.88087849,31.00506494,30.88811869,30.88393684
198,30.44204858,30.56469421,30.66957198,31.09509294
199,30.54138602,30.91066749,30.89569701,30.79125446
200,29.66156168,29.97030317,29.69512486,29.74405045
201,31.6078191,31.74208318,31.68676856,31.75301236
202,31.77701393,31.7631981,31.92438703,31.88413528
203,31.84617026,31.76203531,31.84039661,31.76295132
204,31.74877784,31.90857555,31.88472911,31.93707933
205,31.71280263,31.89697722,31.96776609,32.00117757
206,31.86923533,32.09973756,32.07027989,32.15505248
207,31.86402815,31.98039821,31.90979106,32.05742602
208,31.96800178,32.05072077,32.01111715,32.08873978
209,31.83822768,31.86272991,31.85406447,32.04056806
210,31.52676314,31.76508138,31.91128342,32.0080644
211,31.75384887,31.84883651,31.74480982,31.69524331
212,31.64319024,31.99064218,31.98975446,31.9113546
213,31.85569389,31.69436236,31.90794825,32.04359683
214,32.00426432,32.10190629,32.16722832,32.17188657
215,31.81401856,32.07905963,31.8355005,31.62447713
216,31.5260308,31.65513925,31.52321836,31.92317054
217,31.6031422,31.82693461,31.81516019,31.73044856
218,31.77781549,31.91318781,31.97953265,32.01014369
219,31.68928129,31.76778102,31.43332756,31.50186727
220,31.84539636,31.95776769,31.78551009,32.00858204
221,31.49630646,31.86508531,31.72665521,31.57547884
222,31.85569945,31.89192327,32.04797481,31.99478234
223,31.89976665,31.9332802,31.73131615,31.81934887
224,31.82070921,31.87339258,31.78495916,31.82240432
225,31.53455213,31.60453048,32.02402856,31.8718168
226,31.62128223,31.60009646,31.68434481,31.52397821
227,31.66585551,31.519658,31.89531216,31.92226155
228,31.40569913,31.78555353,31.87418898,31.19859898
229,31.76036539,31.74853852,31.86206657,31.94851273
230,31.35594289,31.91457333,31.93664577,32.04609352
231,31.47839955,31.82429121,32.02790654,31.66752306
232,31.15387357,30.99603494,30.93708166,30.64784052
233,31.5146295,31.22887657,31.24278911,31.07369986
234,31.58881639,31.59127986,31.7717579,31.85401613
235,31.64427862,31.85278271,31.64439872,31.95206681
236,31.65061553,32.00403375,32.13064821,32.06509645
237,30.62746326,30.9512179,30.69490374,31.8397033
238,30.4189801,31.57568498,31.30665122,31.6558509
239,31.64083673,31.96586077,31.96582054,32.00412534
240,31.79660417,31.91111171,31.82545717,31.97202922
241,31.6480934,31.41471067,31.4978473,31.46109582
242,31.82394489,31.87362058,31.44599336,31.37591889
243,31.90106457,31.8624014,32.06997727,31.99655702
244,31.54183545,31.6714748,31.96630653,31.92083396
245,31.47833678,31.7779453,31.94528474,32.01598397
246,31.46629671,31.88850625,31.89277836,32.05625467
247,31.5809092,31.55832462,31.65966165,31.88669067
248,31.54173487,31.51956723,31.50325002,31.44165871
249,31.8833862,31.84486505,32.14045755,31.92190825
250,31.82686363,31.72829922,31.8380674,31.96447434
251,31.50129674,31.58908653,31.35641395,31.66300893
252,31.81616908,32.06978719,32.00983961,32.03981259
253,31.84935117,31.84281598,31.93375873,31.97054927
254,31.69322883,31.68361967,31.62821652,31.57216103
255,31.33195543,31.78297763,31.23064135,31.69242132
256,31.7373403,31.899431,31.38556716,31.43764041
257,31.55485146,31.84708752,31.76580275,31.97668242
258,31.62612008,31.54496704,31.74751851,31.63587981
259,31.67017967,31.76603897,31.93156388,32.03750606
260,31.8245173,31.8616016,32.17945052,31.908992
261,30.64765524,31.55901646,31.66103503,31.27707539
262,31.94953557,32.09461348,32.06535254,31.76950968
263,31.80277821,31.95708469,32.01629945,31.94015665
264,32.06726928,31.97614732,32.11241901,32.08454458
265,31.74002274,31.94045039,31.6382192,31.74101341
266,31.85721745,32.01441218,32.13706352,32.04978504
267,31.87465246,31.41347,31.82089594,31.84601992
268,31.81571389,31.74729695,31.93242286,31.84003641
269,31.32441219,30.8487739,31.88420791,29.56872543
270,31.09679707,31.36995922,31.60451522,30.35515641
271,31.7402411,31.57907723,31.84823238,31.75683485
272,31.90194451,31.56957988,32.01066315,31.86095156
273,31.54836605,31.61637443,31.89896795,31.73808564
274,31.79566285,32.02923772,32.03391557,31.83816952
275,31.76299439,32.0794129,32.07117206,32.05074319
276,31.84051425,31.85705225,31.95278926,32.07573811
277,31.51178082,31.22175236,31.74823363,31.90996903
278,31.73518014,31.74529475,32.09017272,31.72659934
279,31.6826459,31.70215369,31.98236317,32.1282182
280,31.82164495,32.11809082,32.09627938,32.19140778
281,31.85120469,31.92818747,31.88447478,31.72116452
282,31.90382859,32.07320296,32.00403389,32.1015585
283,31.72703715,31.50667873,31.74910037,32.02608693
284,31.60602267,31.85774989,31.90182278,31.88133686
285,31.87977274,31.94582629,31.88700257,31.83092754
286,31.98199818,31.90754977,32.05460578,31.78689266
287,31.44636301,31.73269698,31.48192988,31.65985334
288,31.46854437,31.39520401,31.70038807,31.61164781
289,31.88052884,32.10513687,32.09321823,31.98276258
290,31.59932991,31.35622507,31.86119139,31.76406994
291,31.65581772,31.83781182,32.01594333,31.87735395
292,31.48318488,31.37750442,31.13816614,31.47473742
293,31.98443517,31.89142377,31.86504718,32.00690962
294,31.81622739,31.88834288,31.97327689,32.11696233
295,31.73058305,31.82397405,31.82033293,31.69012313
296,31.73865478,31.83345505,31.99576507,31.85532012
297,31.60422509,31.85949701,31.77491735,32.00736292
298,31.50095422,31.60681647,31.47599064,31.6831094
299,32.00744983,31.84781577,32.0260866,32.17977315
300,31.63204397,31.40193769,31.81081258,31.82433511
301,31.93834337,31.8743245,32.10643356,31.87279998
302,31.74058502,31.06929694,31.99091484,31.76430818
303,31.79404304,31.87373772,31.85167175,32.01582487
304,31.44801416,31.72493027,31.5806062,31.79769184
305,31.77401987,31.93539347,32.12291516,32.12833267
306,31.59973335,31.43090049,31.98689503,30.20698035
307,31.98096238,32.0689974,32.01360922,31.97695143
308,31.94790877,32.01029752,31.97302754,32.18030175
309,31.81593871,31.96992442,31.86360665,31.96949556
310,31.7485214,32.01575748,32.03351521,31.92934448
311,31.99031236,31.98113348,32.17567143,31.763134
312,32.09568998,32.15172864,32.25119077,32.10493865
313,31.98784455,31.87710912,31.24880925,32.09879487
314,31.85124795,32.04635446,31.99879946,31.80525314
315,31.99860586,32.08168902,31.92337988,32.19547872
316,31.51418715,31.59877499,31.60263433,31.51168843
317,31.4761707,31.95351631,32.07817032,31.79800529
318,31.81511203,31.84701619,32.08165314,31.91299822
319,31.98948827,32.03110773,32.12566144,32.21199372
320,31.12161284,31.78946644,31.3996859,31.16200185
321,32.02113468,32.02308905,32.08683236,32.18495293
322,31.93692845,31.54942351,31.82058166,31.59133722
323,31.56077644,31.76591798,31.75835577,31.55750823
324,31.54349506,31.80758112,31.98799144,31.98953567
325,31.88962247,31.91891778,32.01716429,32.07215458
326,31.75726618,32.06435252,31.94219812,31.73353473
327,31.86774542,31.40142955,31.80907953,31.64464128
328,31.88646598,31.84196082,32.06055912,31.95896069
329,31.84723722,32.03131176,32.032863,31.83122281
330,31.73149407,31.70767181,31.79463148,31.93674978
331,31.83709592,31.8944202,31.89068696,31.89523502
332,32.12247458,32.13464623,32.20893468,32.30496882
333,32.19253576,32.32150866,32.30997449,32.33613342
334,31.60043089,31.44434108,31.65569275,31.8053853
335,31.96299395,32.04651655,31.9694623,32.06949178
336,31.93112177,32.14889195,32.1252352,32.09917363
337,32.05375493,31.95536712,32.41623273,32.18959451
338,32.21998471,32.21564595,32.11181512,32.11626958
339,32.0396441,32.24358473,32.20036909,32.26111088
340,31.52099536,31.70607189,31.22037049,32.02894428
341,32.08070838,32.02474351,32.22602286,32.07154916
342,31.61797522,31.5072021,31.76481604,31.42771305
343,31.8230877,31.65021324,32.03750396,31.62088618
344,32.01328221,32.1213599,32.06035533,32.23035557
345,31.7064264,31.91520172,31.99273677,31.93799077
346,31.97493692,32.04682768,32.06299618,32.10722317
347,31.37353394,31.98465905,31.80805376,31.85622818
348,31.77490783,31.7902399,31.04546655,31.20996145
349,31.78523668,31.9033524,31.98313933,32.10198048
350,32.11238788,32.07892673,32.2628897,32.34045291
351,31.46101768,31.16753056,31.65099551,31.40992941
352,31.5601073,31.70750049,31.84417638,31.77072594
353,31.86874311,32.06335337,32.11289208,32.22188063
354,31.93398857,32.11796985,32.17486051,32.14317194
355,31.57915208,31.98710561,32.00519536,32.0150062
356,31.88676198,32.04140526,32.24031371,32.19063852
357,31.46656396,31.48048282,31.91284117,31.91282778
358,31.97855846,32.03088565,32.35948172,32.23288836
359,31.91050245,31.93080622,31.87793313,31.13346929
360,32.06772113,31.83835015,32.09378079,31.90623742
361,32.02706378,32.11865425,31.98290144,32.08258959
362,32.03865714,32.2212182,32.13902676,32.0553697
363,31.93301302,31.87976817,32.16919345,32.21979296
364,32.0404021,32.2206896,32.16029633,32.39962141
365,31.97590609,31.90761086,31.83380726,32.26490714
366,31.69561595,31.60048592,31.99082187,31.63149174
367,31.45075593,32.18805933,32.23213929,31.77839495
368,31.86441074,32.1785898,32.28680235,31.93015981
369,32.13527608,32.2584371,32.22842944,32.14299674
370,31.60324564,31.2329052,31.00664097,31.80147819
371,31.89337532,32.05716159,31.92911939,31.9755923
372,31.74689189,31.64910969,31.92641626,32.02341779
373,31.78426126,31.83252355,31.96263458,31.91703553
374,31.79355408,31.78958769,31.69815076,31.79533244
375,32.07994019,32.24920984,32.22554098,32.20820949
376,31.91272389,32.09505936,32.05812953,32.07979672
377,32.04066012,32.14473243,31.86963917,31.87992358
378,31.86445602,32.13826955,32.1765199,31.94053964
379,31.85702056,32.14398641,32.03964929,32.24168753
380,31.97218171,31.76824143,32.03492437,32.02199512
381,31.40707717,31.9472987,31.36579187,31.70117324
382,32.02496629,32.07997242,32.16888409,32.03015476
383,32.07148082,32.15185359,32.21962928,32.21118944
384,32.01033413,31.97037518,32.13482576,32.1275855
385,32.00946477,32.14421614,32.06433119,32.20020981
386,32.17070325,32.06262465,32.34540554,32.34053742
387,32.16612683,32.32189609,32.31971414,32.37485465
388,32.14036605,31.94322928,32.33404912,32.40290782
389,31.82165659,31.90562089,31.81223961,31.6905048
390,32.02994731,32.05810824,32.23278155,32.26282085
391,31.66394257,31.89613517,31.44973974,31.41089557
392,32.1157947,32.03554149,31.96595104,32.05635664
393,31.9598641,32.10110025,32.25529998,32.37844703
394,31.97214044,31.66104688,32.13800882,31.93257828
395,32.0653173,32.2678911,32.4133437,32.36055198
396,31.71209838,32.06093305,32.26839247,32.04951976
397,32.09374636,32.23893441,32.22098797,32.34433939
398,32.04827384,32.05660083,32.15819443,32.1825419
399,32.18708064,32.27372865,32.27996855,32.30472277
400,32.05603062,32.24066281,32.18827359,32.33188073
401,32.63093764,32.74815331,32.8371134,32.92226324
402,32.68374921,32.82385326,32.91954563,32.97386226
403,32.6807325,32.85614844,32.92567604,32.93653399
404,32.61966867,32.79423679,32.8593047,32.83853373
405,32.58979748,32.78328005,32.89582108,32.95778627
406,32.70881611,32.88597327,32.99860238,33.03811232
407,32.58738476,32.87560001,32.75252755,32.78119713
408,32.73227129,32.91345855,32.96149219,32.98972925
409,32.73789938,32.89805998,32.96644391,32.97809663
410,32.74097107,32.91727864,32.93559771,33.02656458
411,32.46768443,32.69327085,32.6432803,32.78487297
412,32.74786385,32.87476189,32.89919463,32.96550146
413,32.70751862,32.83340507,32.8697129,32.97205658
414,32.67974657,32.81218085,32.90030599,32.88827809
415,32.58608184,32.75088441,32.78427476,32.79967051
416,32.67823265,32.87752113,32.92809165,32.95039522
417,32.66328217,32.86862274,32.9924239,32.92968333
418,32.51490973,32.79999702,32.76414176,32.8577425
419,32.67799682,32.83963594,32.81466926,33.04196148
420,32.64995877,32.80294864,32.90493927,32.85352861
421,32.64245771,32.85506494,32.83839062,32.94067678
422,32.479143,32.45121702,32.73152738,32.87856036
423,32.54639836,32.80562568,32.86165369,32.78027514
424,32.6866736,32.83003266,32.91936916,32.85956596
425,32.33462777,32.66914389,32.70545943,32.60944407
426,32.71449195,32.88653676,33.01587259,33.05415691
427,32.69222337,32.76966934,32.83699302,32.91324459
428,32.59836557,32.72563489,32.79164588,32.83743031
429,32.6931932,32.87000665,32.87971623,32.97301886
430,32.55976896,32.90997367,32.8518847,32.82631214
431,32.69639917,32.82885892,33.00099504,32.94263254
432,32.65703592,32.87776039,33.04697969,33.06843184
433,32.70772321,32.83173878,32.97520348,33.09071099
434,32.66956308,32.89372461,32.86869797,33.01310442
435,32.67709975,32.81073809,32.99746026,32.89379563
436,32.66057123,32.7836624,32.91558423,32.94102085
437,32.67535323,32.79816006,32.92888996,32.95415366
438,32.36923992,32.32573427,32.76598714,32.59959056
439,32.74510974,32.84342542,33.02024658,33.01625181
440,32.76066355,32.90778008,32.98028529,33.00503583
441,32.6521554,32.97639685,32.96699424,33.03396328
442,32.71608217,32.82984548,32.93575387,32.85545199
443,32.3197723,32.69034735,32.61569946,32.86197192
444,32.66361588,32.73539405,32.98472741,32.92364815
445,32.63040397,32.865277,32.86669863,32.96303498
446,32.53002605,32.51267608,32.5812379,32.59968624
447,32.49275483,32.6832181,32.74369052,32.90333634
448,32.57971783,32.78693818,32.86810773,32.95940243
449,32.72966352,32.87130492,32.94509991,33.03892502
450,32.67547189,32.90831677,32.84199959,32.93182207
451,32.73924521,32.82668902,32.93002161,32.96851856
452,32.65191232,32.75848582,32.91919226,32.97525986
453,32.72741196,32.90891008,33.04553686,33.09288994
454,32.53521785,32.65111974,32.82709802,32.65626419
455,32.51410217,32.69899714,32.81340145,32.81169181
456,32.74399993,32.92779492,33.02629994,32.97937903
457,32.63773851,32.84642656,32.90054969,33.0054754
458,32.59569382,32.77111616,32.95927969,33.01061265
459,32.73964116,32.91877501,33.00979682,33.11417107
460,32.61885403,32.83891813,33.00804621,32.93586782
461,32.74172588,32.83636817,32.93852786,33.02004906
462,32.52699439,32.85047006,32.78614216,32.86334608
463,32.62937065,32.82339586,32.94067603,32.87000786
464,32.68403928,32.80501508,32.75151409,32.94192667
465,32.5743622,32.73786158,32.91388949,32.81140889
466,32.7274792,32.78152939,32.95905673,32.8924603
467,32.7987263,32.96689729,33.05634766,33.12570626
468,32.52279358,32.78762633,32.95184524,32.97211755
469,32.57400947,32.83478594,32.87481862,32.78188753
470,32.78035996,32.95593402,33.0568305,33.10132887
471,32.63618049,32.85633309,32.85450287,32.8629033
472,32.66232222,32.85713641,32.87422557,32.93010685
473,32.749457,32.91994077,33.04622657,33.07586652
474,32.53949564,32.68269105,32.76120954,32.97927718
475,32.67352609,32.83004251,32.98330501,33.06925594
476,32.71123686,32.85649004,32.85088133,32.87693858
477,32.60814855,32.85993307,32.79519325,32.93559562
478,32.71083624,32.86366641,32.89138851,32.95794719
479,32.64670395,32.83631245,32.84049589,32.92126319
480,32.71414627,32.86126855,32.95675452,33.03446411
481,32.80048401,32.93028731,33.04785914,33.02401685
482,32.75661294,32.85507179,32.96150938,33.01569836
483,32.77657088,32.93972021,33.06179978,33.01513543
484,32.68346505,32.83240421,33.01285929,33.01792375
485,32.79585357,32.96797722,33.01510354,33.13094729
486,32.69392585,32.79609456,32.89587635,33.10731022
487,32.66703651,32.90302239,32.95071352,32.96514434
488,32.76343431,32.89915793,32.99120891,33.0611248
489,32.79803793,33.00624444,33.07638525,33.12375499
490,32.71660448,32.92875662,33.04092065,32.99484181
491,32.71953992,32.93629856,32.96380013,33.01694405
492,32.77789127,32.90359814,33.0520459,33.03207302
493,32.71457211,32.95856681,33.07160721,33.11181585
494,32.7122775,32.92641638,32.92535693,33.03599159
495,32.76887398,32.94537087,32.99335674,33.06053363
496,32.66072233,32.79548141,32.89178366,32.76768833
497,32.70691661,32.92629156,32.9167841,33.00656568
498,32.47460802,32.73977469,32.94579815,32.96024486
499,32.6153124,32.86312407,32.86682732,32.96061052
500,32.67815794,32.82351983,32.92106139,32.95792761
